iso3,country,area,fuel,per_capita_tons
FJI,Fiji,Rural,Kerosene,0.35
FJI,Fiji,Rural,Total Clean,0.38
FJI,Fiji,Rural,Total Polluting,0.78
FSM,Micronesia (Federated States of),Urban,Biomass,0.7
FSM,Micronesia (Federated States of),Urban,Charcoal,0.28
FSM,Micronesia (Federated States of),Urban,Coal,0.35
FSM,Micronesia (Federated States of),Urban,Electricity,0.1
FSM,Micronesia (Federated States of),Urban,Gas,0.45
FSM,Micronesia (Federated States of),Urban,Kerosene,0.32
FSM,Micronesia (Federated States of),Urban,Total Clean,0.5
FSM,Micronesia (Federated States of),Urban,Total Polluting,0.65
FSM,Micronesia (Federated States of),Rural,Biomass,0.87
FSM,Micronesia (Federated States of),Rural,Charcoal,0.32
FSM,Micronesia (Federated States of),Rural,Coal,0.42
FSM,Micronesia (Federated States of),Rural,Electricity,0.06
FSM,Micronesia (Federated States of),Rural,Gas,0.36
FSM,Micronesia (Federated States of),Rural,Kerosene,0.35
FSM,Micronesia (Federated States of),Rural,Total Clean,0.37
FSM,Micronesia (Federated States of),Rural,Total Polluting,0.78
GAB,Gabon,Urban,Biomass,0.72
GAB,Gabon,Urban,Charcoal,0.29
GAB,Gabon,Urban,Coal,0.36
GAB,Gabon,Urban,Electricity,0.1
GAB,Gabon,Urban,Gas,0.47
GAB,Gabon,Urban,Kerosene,0.33
GAB,Gabon,Urban,Total Clean,0.52
GAB,Gabon,Urban,Total Polluting,0.67
GAB,Gabon,Rural,Biomass,0.91
GAB,Gabon,Rural,Charcoal,0.33
GAB,Gabon,Rural,Coal,0.43
GAB,Gabon,Rural,Electricity,0.06
GAB,Gabon,Rural,Gas,0.37
GAB,Gabon,Rural,Kerosene,0.36
GAB,Gabon,Rural,Total Clean,0.39
GAB,Gabon,Rural,Total Polluting,0.81
GEO,Georgia,Urban,Biomass,0.77
GEO,Georgia,Urban,Charcoal,0.31
GEO,Georgia,Urban,Coal,0.38
GEO,Georgia,Urban,Electricity,0.11
GEO,Georgia,Urban,Gas,0.49
GEO,Georgia,Urban,Kerosene,0.35
GEO,Georgia,Urban,Total Clean,0.55
GEO,Georgia,Urban,Total Polluting,0.71
GEO,Georgia,Rural,Biomass,0.96
GEO,Georgia,Rural,Charcoal,0.35
GEO,Georgia,Rural,Coal,0.46
GEO,Georgia,Rural,Electricity,0.07
GEO,Georgia,Rural,Gas,0.39
GEO,Georgia,Rural,Kerosene,0.39
GEO,Georgia,Rural,Total Clean,0.41
GEO,Georgia,Rural,Total Polluting,0.86
GHA,Ghana,Urban,Biomass,0.68
GHA,Ghana,Urban,Charcoal,0.27
GHA,Ghana,Urban,Coal,0.34
GHA,Ghana,Urban,Electricity,0.1
GHA,Ghana,Urban,Gas,0.43
GHA,Ghana,Urban,Kerosene,0.31
GHA,Ghana,Urban,Total Clean,0.48
GHA,Ghana,Urban,Total Polluting,0.63
GHA,Ghana,Rural,Biomass,0.85
GHA,Ghana,Rural,Charcoal,0.31
GHA,Ghana,Rural,Coal,0.41
GHA,Ghana,Rural,Electricity,0.06
GHA,Ghana,Rural,Gas,0.35
GHA,Ghana,Rural,Kerosene,0.34
GHA,Ghana,Rural,Total Clean,0.36
GHA,Ghana,Rural,Total Polluting,0.75
GIN,Guinea,Urban,Biomass,0.65
GIN,Guinea,Urban,Charcoal,0.26
GIN,Guinea,Urban,Coal,0.32
GIN,Guinea,Urban,Electricity,0.09
GIN,Guinea,Urban,Gas,0.42
GIN,Guinea,Urban,Kerosene,0.3
GIN,Guinea,Urban,Total Clean,0.46
GIN,Guinea,Urban,Total Polluting,0.6
GIN,Guinea,Rural,Biomass,0.81
GIN,Guinea,Rural,Charcoal,0.3
GIN,Guinea,Rural,Coal,0.39
GIN,Guinea,Rural,Electricity,0.06
GIN,Guinea,Rural,Gas,0.33
GIN,Guinea,Rural,Kerosene,0.33
GIN,Guinea,Rural,Total Clean,0.35
GIN,Guinea,Rural,Total Polluting,0.72
GMB,Gambia,Urban,Biomass,0.74
GMB,Gambia,Urban,Charcoal,0.3
GMB,Gambia,Urban,Coal,0.37
GMB,Gambia,Urban,Electricity,0.11
GMB,Gambia,Urban,Gas,0.48
GMB,Gambia,Urban,Kerosene,0.34
GMB,Gambia,Urban,Total Clean,0.53
GMB,Gambia,Urban,Total Polluting,0.69
GMB,Gambia,Rural,Biomass,0.92
GMB,Gambia,Rural,Charcoal,0.34
GMB,Gambia,Rural,Coal,0.44
GMB,Gambia,Rural,Electricity,0.06
GMB,Gambia,Rural,Gas,0.38
GMB,Gambia,Rural,Kerosene,0.37
GMB,Gambia,Rural,Total Clean,0.4
GMB,Gambia,Rural,Total Polluting,0.82
GNB,Guinea-Bissau,Urban,Biomass,0.64
GNB,Guinea-Bissau,Urban,Charcoal,0.26
GNB,Guinea-Bissau,Urban,Coal,0.32
GNB,Guinea-Bissau,Urban,Electricity,0.09
GNB,Guinea-Bissau,Urban,Gas,0.41
GNB,Guinea-Bissau,Urban,Kerosene,0.29
GNB,Guinea-Bissau,Urban,Total Clean,0.46
GNB,Guinea-Bissau,Urban,Total Polluting,0.59
GNB,Guinea-Bissau,Rural,Biomass,0.8
GNB,Guinea-Bissau,Rural,Charcoal,0.29
GNB,Guinea-Bissau,Rural,Coal,0.38
GNB,Guinea-Bissau,Rural,Electricity,0.05
GNB,Guinea-Bissau,Rural,Gas,0.33
GNB,Guinea-Bissau,Rural,Kerosene,0.32
GNB,Guinea-Bissau,Rural,Total Clean,0.34
GNB,Guinea-Bissau,Rural,Total Polluting,0.71
GNQ,Equatorial Guinea,Urban,Biomass,0.76
GNQ,Equatorial Guinea,Urban,Charcoal,0.3
GNQ,Equatorial Guinea,Urban,Coal,0.38
GNQ,Equatorial Guinea,Urban,Electricity,0.11
GNQ,Equatorial Guinea,Urban,Gas,0.49
GNQ,Equatorial Guinea,Urban,Kerosene,0.35
GNQ,Equatorial Guinea,Urban,Total Clean,0.54
GNQ,Equatorial Guinea,Urban,Total Polluting,0.7
GNQ,Equatorial Guinea,Rural,Biomass,0.95
GNQ,Equatorial Guinea,Rural,Charcoal,0.35
GNQ,Equatorial Guinea,Rural,Coal,0.45
GNQ,Equatorial Guinea,Rural,Electricity,0.06
GNQ,Equatorial Guinea,Rural,Gas,0.39
GNQ,Equatorial Guinea,Rural,Kerosene,0.38
GNQ,Equatorial Guinea,Rural,Total Clean,0.41
GNQ,Equatorial Guinea,Rural,Total Polluting,0.84
GRD,Grenada,Urban,Biomass,0.7
GRD,Grenada,Urban,Charcoal,0.28
GRD,Grenada,Urban,Coal,0.35
GRD,Grenada,Urban,Electricity,0.1
GRD,Grenada,Urban,Gas,0.45
GRD,Grenada,Urban,Kerosene,0.32
GRD,Grenada,Urban,Total Clean,0.5
GRD,Grenada,Urban,Total Polluting,0.65
GRD,Grenada,Rural,Biomass,0.88
GRD,Grenada,Rural,Charcoal,0.32
GRD,Grenada,Rural,Coal,0.42
GRD,Grenada,Rural,Electricity,0.06
GRD,Grenada,Rural,Gas,0.36
GRD,Grenada,Rural,Kerosene,0.35
GRD,Grenada,Rural,Total Clean,0.38
GRD,Grenada,Rural,Total Polluting,0.78
GTM,Guatemala,Urban,Biomass,0.69
GTM,Guatemala,Urban,Charcoal,0.28
GTM,Guatemala,Urban,Coal,0.34
GTM,Guatemala,Urban,Electricity,0.1
GTM,Guatemala,Urban,Gas,0.44
GTM,Guatemala,Urban,Kerosene,0.31
GTM,Guatemala,Urban,Total Clean,0.49
GTM,Guatemala,Urban,Total Polluting,0.64
GTM,Guatemala,Rural,Biomass,0.86
GTM,Guatemala,Rural,Charcoal,0.32
GTM,Guatemala,Rural,Coal,0.41
GTM,Guatemala,Rural,Electricity,0.06
GTM,Guatemala,Rural,Gas,0.35
GTM,Guatemala,Rural,Kerosene,0.35
GTM,Guatemala,Rural,Total Clean,0.37
GTM,Guatemala,Rural,Total Polluting,0.77
GUY,Guyana,Urban,Biomass,0.65
GUY,Guyana,Urban,Charcoal,0.26
GUY,Guyana,Urban,Coal,0.32
GUY,Guyana,Urban,Electricity,0.09
GUY,Guyana,Urban,Gas,0.42
GUY,Guyana,Urban,Kerosene,0.3
GUY,Guyana,Urban,Total Clean,0.46
GUY,Guyana,Urban,Total Polluting,0.6
GUY,Guyana,Rural,Biomass,0.81
GUY,Guyana,Rural,Charcoal,0.3
GUY,Guyana,Rural,Coal,0.39
GUY,Guyana,Rural,Electricity,0.06
GUY,Guyana,Rural,Gas,0.33
GUY,Guyana,Rural,Kerosene,0.33
GUY,Guyana,Rural,Total Clean,0.35
GUY,Guyana,Rural,Total Polluting,0.72
HND,Honduras,Urban,Biomass,0.71
HND,Honduras,Urban,Charcoal,0.29
HND,Honduras,Urban,Coal,0.36
HND,Honduras,Urban,Electricity,0.1
HND,Honduras,Urban,Gas,0.46
HND,Honduras,Urban,Kerosene,0.33
HND,Honduras,Urban,Total Clean,0.51
HND,Honduras,Urban,Total Polluting,0.66
HND,Honduras,Rural,Biomass,0.89
HND,Honduras,Rural,Charcoal,0.33
HND,Honduras,Rural,Coal,0.43
HND,Honduras,Rural,Electricity,0.06
HND,Honduras,Rural,Gas,0.37
HND,Honduras,Rural,Kerosene,0.36
HND,Honduras,Rural,Total Clean,0.38
HND,Honduras,Rural,Total Polluting,0.8
HTI,Haiti,Urban,Biomass,0.68
HTI,Haiti,Urban,Charcoal,0.27
HTI,Haiti,Urban,Coal,0.34
HTI,Haiti,Urban,Electricity,0.1
HTI,Haiti,Urban,Gas,0.44
HTI,Haiti,Urban,Kerosene,0.31
HTI,Haiti,Urban,Total Clean,0.49
HTI,Haiti,Urban,Total Polluting,0.63
HTI,Haiti,Rural,Biomass,0.85
HTI,Haiti,Rural,Charcoal,0.31
HTI,Haiti,Rural,Coal,0.41
HTI,Haiti,Rural,Electricity,0.06
HTI,Haiti,Rural,Gas,0.35
HTI,Haiti,Rural,Kerosene,0.34
HTI,Haiti,Rural,Total Clean,0.36
HTI,Haiti,Rural,Total Polluting,0.76
IDN,Indonesia,Urban,Biomass,0.72
IDN,Indonesia,Urban,Charcoal,0.29
IDN,Indonesia,Urban,Coal,0.36
IDN,Indonesia,Urban,Electricity,0.1
IDN,Indonesia,Urban,Gas,0.46
IDN,Indonesia,Urban,Kerosene,0.33
IDN,Indonesia,Urban,Total Clean,0.52
IDN,Indonesia,Urban,Total Polluting,0.67
IDN,Indonesia,Rural,Biomass,0.9
IDN,Indonesia,Rural,Charcoal,0.33
IDN,Indonesia,Rural,Coal,0.43
IDN,Indonesia,Rural,Electricity,0.06
IDN,Indonesia,Rural,Gas,0.37
IDN,Indonesia,Rural,Kerosene,0.36
IDN,Indonesia,Rural,Total Clean,0.39
IDN,Indonesia,Rural,Total Polluting,0.8
IND,India,Urban,Biomass,0.76
IND,India,Urban,Charcoal,0.3
IND,India,Urban,Coal,0.38
IND,India,Urban,Electricity,0.11
IND,India,Urban,Gas,0.49
IND,India,Urban,Kerosene,0.35
IND,India,Urban,Total Clean,0.54
IND,India,Urban,Total Polluting,0.7
IND,India,Rural,Biomass,0.95
IND,India,Rural,Charcoal,0.35
IND,India,Rural,Coal,0.45
IND,India,Rural,Electricity,0.06
IND,India,Rural,Gas,0.39
IND,India,Rural,Kerosene,0.38
IND,India,Rural,Total Clean,0.41
IND,India,Rural,Total Polluting,0.84
IRN,Iran (Islamic Republic of),Urban,Biomass,0.75
IRN,Iran (Islamic Republic of),Urban,Charcoal,0.3
IRN,Iran (Islamic Republic of),Urban,Coal,0.38
IRN,Iran (Islamic Republic of),Urban,Electricity,0.11
IRN,Iran (Islamic Republic of),Urban,Gas,0.48
IRN,Iran (Islamic Republic of),Urban,Kerosene,0.34
IRN,Iran (Islamic Republic of),Urban,Total Clean,0.54
IRN,Iran (Islamic Republic of),Urban,Total Polluting,0.7
IRN,Iran (Islamic Republic of),Rural,Biomass,0.94
IRN,Iran (Islamic Republic of),Rural,Charcoal,0.35
IRN,Iran (Islamic Republic of),Rural,Coal,0.45
IRN,Iran (Islamic Republic of),Rural,Electricity,0.06
IRN,Iran (Islamic Republic of),Rural,Gas,0.39
IRN,Iran (Islamic Republic of),Rural,Kerosene,0.38
IRN,Iran (Islamic Republic of),Rural,Total Clean,0.4
IRN,Iran (Islamic Republic of),Rural,Total Polluting,0.84
IRQ,Iraq,Urban,Biomass,0.67
IRQ,Iraq,Urban,Charcoal,0.27
IRQ,Iraq,Urban,Coal,0.33
IRQ,Iraq,Urban,Electricity,0.1
IRQ,Iraq,Urban,Gas,0.43
IRQ,Iraq,Urban,Kerosene,0.3
IRQ,Iraq,Urban,Total Clean,0.48
IRQ,Iraq,Urban,Total Polluting,0.62
IRQ,Iraq,Rural,Biomass,0.83
IRQ,Iraq,Rural,Charcoal,0.31
IRQ,Iraq,Rural,Coal,0.4
IRQ,Iraq,Rural,Electricity,0.06
IRQ,Iraq,Rural,Gas,0.34
IRQ,Iraq,Rural,Kerosene,0.34
IRQ,Iraq,Rural,Total Clean,0.36
IRQ,Iraq,Rural,Total Polluting,0.74
JAM,Jamaica,Urban,Biomass,0.7
JAM,Jamaica,Urban,Charcoal,0.28
JAM,Jamaica,Urban,Coal,0.35
JAM,Jamaica,Urban,Electricity,0.1
JAM,Jamaica,Urban,Gas,0.45
JAM,Jamaica,Urban,Kerosene,0.32
JAM,Jamaica,Urban,Total Clean,0.5
JAM,Jamaica,Urban,Total Polluting,0.65
JAM,Jamaica,Rural,Biomass,0.87
JAM,Jamaica,Rural,Charcoal,0.32
JAM,Jamaica,Rural,Coal,0.42
JAM,Jamaica,Rural,Electricity,0.06
JAM,Jamaica,Rural,Gas,0.36
JAM,Jamaica,Rural,Kerosene,0.35
JAM,Jamaica,Rural,Total Clean,0.37
JAM,Jamaica,Rural,Total Polluting,0.78
JOR,Jordan,Urban,Biomass,0.76
JOR,Jordan,Urban,Charcoal,0.3
JOR,Jordan,Urban,Coal,0.38
JOR,Jordan,Urban,Electricity,0.11
JOR,Jordan,Urban,Gas,0.49
JOR,Jordan,Urban,Kerosene,0.35
JOR,Jordan,Urban,Total Clean,0.54
JOR,Jordan,Urban,Total Polluting,0.71
JOR,Jordan,Rural,Biomass,0.95
JOR,Jordan,Rural,Charcoal,0.35
JOR,Jordan,Rural,Coal,0.46
JOR,Jordan,Rural,Electricity,0.07
JOR,Jordan,Rural,Gas,0.39
JOR,Jordan,Rural,Kerosene,0.38
JOR,Jordan,Rural,Total Clean,0.41
JOR,Jordan,Rural,Total Polluting,0.85
KAZ,Kazakhstan,Urban,Biomass,0.76
KAZ,Kazakhstan,Urban,Charcoal,0.3
KAZ,Kazakhstan,Urban,Coal,0.38
KAZ,Kazakhstan,Urban,Electricity,0.11
KAZ,Kazakhstan,Urban,Gas,0.49
KAZ,Kazakhstan,Urban,Kerosene,0.35
KAZ,Kazakhstan,Urban,Total Clean,0.54
KAZ,Kazakhstan,Urban,Total Polluting,0.7
KAZ,Kazakhstan,Rural,Biomass,0.95
KAZ,Kazakhstan,Rural,Charcoal,0.35
KAZ,Kazakhstan,Rural,Coal,0.46
KAZ,Kazakhstan,Rural,Electricity,0.07
KAZ,Kazakhstan,Rural,Gas,0.39
KAZ,Kazakhstan,Rural,Kerosene,0.38
KAZ,Kazakhstan,Rural,Total Clean,0.41
KAZ,Kazakhstan,Rural,Total Polluting,0.85
KEN,Kenya,Urban,Biomass,0.66
KEN,Kenya,Urban,Charcoal,0.26
KEN,Kenya,Urban,Coal,0.33
KEN,Kenya,Urban,Electricity,0.09
KEN,Kenya,Urban,Gas,0.42
KEN,Kenya,Urban,Kerosene,0.3
KEN,Kenya,Urban,Total Clean,0.47
KEN,Kenya,Urban,Total Polluting,0.61
KEN,Kenya,Rural,Biomass,0.82
KEN,Kenya,Rural,Charcoal,0.3
KEN,Kenya,Rural,Coal,0.4
KEN,Kenya,Rural,Electricity,0.06
KEN,Kenya,Rural,Gas,0.34
KEN,Kenya,Rural,Kerosene,0.33
KEN,Kenya,Rural,Total Clean,0.35
KEN,Kenya,Rural,Total Polluting,0.73
KGZ,Kyrgyzstan,Urban,Biomass,0.7
KGZ,Kyrgyzstan,Urban,Charcoal,0.28
KGZ,Kyrgyzstan,Urban,Coal,0.35
KGZ,Kyrgyzstan,Urban,Electricity,0.1
KGZ,Kyrgyzstan,Urban,Gas,0.45
KGZ,Kyrgyzstan,Urban,Kerosene,0.32
KGZ,Kyrgyzstan,Urban,Total Clean,0.5
KGZ,Kyrgyzstan,Urban,Total Polluting,0.65
KGZ,Kyrgyzstan,Rural,Biomass,0.88
KGZ,Kyrgyzstan,Rural,Charcoal,0.32
KGZ,Kyrgyzstan,Rural,Coal,0.42
KGZ,Kyrgyzstan,Rural,Electricity,0.06
KGZ,Kyrgyzstan,Rural,Gas,0.36
KGZ,Kyrgyzstan,Rural,Kerosene,0.35
KGZ,Kyrgyzstan,Rural,Total Clean,0.38
KGZ,Kyrgyzstan,Rural,Total Polluting,0.78
KHM,Cambodia,Urban,Biomass,0.67
KHM,Cambodia,Urban,Charcoal,0.27
KHM,Cambodia,Urban,Coal,0.34
KHM,Cambodia,Urban,Electricity,0.1
KHM,Cambodia,Urban,Gas,0.43
KHM,Cambodia,Urban,Kerosene,0.31
KHM,Cambodia,Urban,Total Clean,0.48
KHM,Cambodia,Urban,Total Polluting,0.63
KHM,Cambodia,Rural,Biomass,0.84
KHM,Cambodia,Rural,Charcoal,0.31
KHM,Cambodia,Rural,Coal,0.4
KHM,Cambodia,Rural,Electricity,0.06
KHM,Cambodia,Rural,Gas,0.35
KHM,Cambodia,Rural,Kerosene,0.34
KHM,Cambodia,Rural,Total Clean,0.36
KHM,Cambodia,Rural,Total Polluting,0.75
KIR,Kiribati,Urban,Biomass,0.71
KIR,Kiribati,Urban,Charcoal,0.28
KIR,Kiribati,Urban,Coal,0.35
KIR,Kiribati,Urban,Electricity,0.1
KIR,Kiribati,Urban,Gas,0.46
KIR,Kiribati,Urban,Kerosene,0.32
KIR,Kiribati,Urban,Total Clean,0.51
KIR,Kiribati,Urban,Total Polluting,0.66
KIR,Kiribati,Rural,Biomass,0.89
KIR,Kiribati,Rural,Charcoal,0.33
KIR,Kiribati,Rural,Coal,0.42
KIR,Kiribati,Rural,Electricity,0.06
KIR,Kiribati,Rural,Gas,0.36
KIR,Kiribati,Rural,Kerosene,0.36
KIR,Kiribati,Rural,Total Clean,0.38
KIR,Kiribati,Rural,Total Polluting,0.79
LAO,Lao People's Democratic Republic,Urban,Biomass,0.65
LAO,Lao People's Democratic Republic,Urban,Charcoal,0.26
LAO,Lao People's Democratic Republic,Urban,Coal,0.33
LAO,Lao People's Democratic Republic,Urban,Electricity,0.09
LAO,Lao People's Democratic Republic,Urban,Gas,0.42
LAO,Lao People's Democratic Republic,Urban,Kerosene,0.3
LAO,Lao People's Democratic Republic,Urban,Total Clean,0.47
LAO,Lao People's Democratic Republic,Urban,Total Polluting,0.61
LAO,Lao People's Democratic Republic,Rural,Biomass,0.82
LAO,Lao People's Democratic Republic,Rural,Charcoal,0.3
LAO,Lao People's Democratic Republic,Rural,Coal,0.39
LAO,Lao People's Democratic Republic,Rural,Electricity,0.06
LAO,Lao People's Democratic Republic,Rural,Gas,0.34
LAO,Lao People's Democratic Republic,Rural,Kerosene,0.33
LAO,Lao People's Democratic Republic,Rural,Total Clean,0.35
LAO,Lao People's Democratic Republic,Rural,Total Polluting,0.73
LBR,Liberia,Urban,Biomass,0.76
LBR,Liberia,Urban,Charcoal,0.3
LBR,Liberia,Urban,Coal,0.38
LBR,Liberia,Urban,Electricity,0.11
LBR,Liberia,Urban,Gas,0.49
LBR,Liberia,Urban,Kerosene,0.35
LBR,Liberia,Urban,Total Clean,0.54
LBR,Liberia,Urban,Total Polluting,0.7
LBR,Liberia,Rural,Biomass,0.94
LBR,Liberia,Rural,Charcoal,0.35
LBR,Liberia,Rural,Coal,0.45
LBR,Liberia,Rural,Electricity,0.06
LBR,Liberia,Rural,Gas,0.39
LBR,Liberia,Rural,Kerosene,0.38
LBR,Liberia,Rural,Total Clean,0.4
LBR,Liberia,Rural,Total Polluting,0.84
LCA,Saint Lucia,Urban,Biomass,0.67
LCA,Saint Lucia,Urban,Charcoal,0.27
LCA,Saint Lucia,Urban,Coal,0.33
LCA,Saint Lucia,Urban,Electricity,0.1
LCA,Saint Lucia,Urban,Gas,0.43
LCA,Saint Lucia,Urban,Kerosene,0.3
LCA,Saint Lucia,Urban,Total Clean,0.48
LCA,Saint Lucia,Urban,Total Polluting,0.62
LCA,Saint Lucia,Rural,Biomass,0.83
LCA,Saint Lucia,Rural,Charcoal,0.31
LCA,Saint Lucia,Rural,Coal,0.4
LCA,Saint Lucia,Rural,Electricity,0.06
LCA,Saint Lucia,Rural,Gas,0.34
LCA,Saint Lucia,Rural,Kerosene,0.34
LCA,Saint Lucia,Rural,Total Clean,0.36
LCA,Saint Lucia,Rural,Total Polluting,0.74
LKA,Sri Lanka,Urban,Biomass,0.69
LKA,Sri Lanka,Urban,Charcoal,0.27
LKA,Sri Lanka,Urban,Coal,0.34
LKA,Sri Lanka,Urban,Electricity,0.1
LKA,Sri Lanka,Urban,Gas,0.44
LKA,Sri Lanka,Urban,Kerosene,0.31
LKA,Sri Lanka,Urban,Total Clean,0.49
LKA,Sri Lanka,Urban,Total Polluting,0.64
LKA,Sri Lanka,Rural,Biomass,0.86
LKA,Sri Lanka,Rural,Charcoal,0.32
LKA,Sri Lanka,Rural,Coal,0.41
LKA,Sri Lanka,Rural,Electricity,0.06
LKA,Sri Lanka,Rural,Gas,0.35
LKA,Sri Lanka,Rural,Kerosene,0.35
LKA,Sri Lanka,Rural,Total Clean,0.37
LKA,Sri Lanka,Rural,Total Polluting,0.77
LSO,Lesotho,Urban,Biomass,0.7
LSO,Lesotho,Urban,Charcoal,0.28
LSO,Lesotho,Urban,Coal,0.35
LSO,Lesotho,Urban,Electricity,0.1
LSO,Lesotho,Urban,Gas,0.45
LSO,Lesotho,Urban,Kerosene,0.32
LSO,Lesotho,Urban,Total Clean,0.5
LSO,Lesotho,Urban,Total Polluting,0.65
LSO,Lesotho,Rural,Biomass,0.88
LSO,Lesotho,Rural,Charcoal,0.32
LSO,Lesotho,Rural,Coal,0.42
LSO,Lesotho,Rural,Electricity,0.06
LSO,Lesotho,Rural,Gas,0.36
LSO,Lesotho,Rural,Kerosene,0.35
LSO,Lesotho,Rural,Total Clean,0.38
LSO,Lesotho,Rural,Total Polluting,0.78
MAR,Morocco,Urban,Biomass,0.72
MAR,Morocco,Urban,Charcoal,0.29
MAR,Morocco,Urban,Coal,0.36
MAR,Morocco,Urban,Electricity,0.1
MAR,Morocco,Urban,Gas,0.46
MAR,Morocco,Urban,Kerosene,0.33
MAR,Morocco,Urban,Total Clean,0.51
MAR,Morocco,Urban,Total Polluting,0.66
MAR,Morocco,Rural,Biomass,0.89
MAR,Morocco,Rural,Charcoal,0.33
MAR,Morocco,Rural,Coal,0.43
MAR,Morocco,Rural,Electricity,0.06
MAR,Morocco,Rural,Gas,0.37
MAR,Morocco,Rural,Kerosene,0.36
MAR,Morocco,Rural,Total Clean,0.38
MAR,Morocco,Rural,Total Polluting,0.8
MDA,Republic of Moldova,Urban,Biomass,0.72
MDA,Republic of Moldova,Urban,Charcoal,0.29
MDA,Republic of Moldova,Urban,Coal,0.36
MDA,Republic of Moldova,Urban,Electricity,0.1
MDA,Republic of Moldova,Urban,Gas,0.46
MDA,Republic of Moldova,Urban,Kerosene,0.33
MDA,Republic of Moldova,Urban,Total Clean,0.51
MDA,Republic of Moldova,Urban,Total Polluting,0.66
MDA,Republic of Moldova,Rural,Biomass,0.9
MDA,Republic of Moldova,Rural,Charcoal,0.33
MDA,Republic of Moldova,Rural,Coal,0.43
MDA,Republic of Moldova,Rural,Electricity,0.06
MDA,Republic of Moldova,Rural,Gas,0.37
MDA,Republic of Moldova,Rural,Kerosene,0.36
MDA,Republic of Moldova,Rural,Total Clean,0.38
MDA,Republic of Moldova,Rural,Total Polluting,0.8
MDG,Madagascar,Urban,Biomass,0.65
MDG,Madagascar,Urban,Charcoal,0.26
MDG,Madagascar,Urban,Coal,0.32
MDG,Madagascar,Urban,Electricity,0.09
MDG,Madagascar,Urban,Gas,0.42
MDG,Madagascar,Urban,Kerosene,0.3
MDG,Madagascar,Urban,Total Clean,0.46
MDG,Madagascar,Urban,Total Polluting,0.6
MDG,Madagascar,Rural,Biomass,0.81
MDG,Madagascar,Rural,Charcoal,0.3
MDG,Madagascar,Rural,Coal,0.39
MDG,Madagascar,Rural,Electricity,0.06
MDG,Madagascar,Rural,Gas,0.33
MDG,Madagascar,Rural,Kerosene,0.33
MDG,Madagascar,Rural,Total Clean,0.35
MDG,Madagascar,Rural,Total Polluting,0.72
MDV,Maldives,Urban,Biomass,0.75
MDV,Maldives,Urban,Charcoal,0.3
MDV,Maldives,Urban,Coal,0.37
MDV,Maldives,Urban,Electricity,0.11
MDV,Maldives,Urban,Gas,0.48
MDV,Maldives,Urban,Kerosene,0.34
MDV,Maldives,Urban,Total Clean,0.53
MDV,Maldives,Urban,Total Polluting,0.69
MDV,Maldives,Rural,Biomass,0.94
MDV,Maldives,Rural,Charcoal,0.34
MDV,Maldives,Rural,Coal,0.45
MDV,Maldives,Rural,Electricity,0.06
MDV,Maldives,Rural,Gas,0.38
MDV,Maldives,Rural,Kerosene,0.38
MDV,Maldives,Rural,Total Clean,0.4
MDV,Maldives,Rural,Total Polluting,0.83
MEX,Mexico,Urban,Biomass,0.69
MEX,Mexico,Urban,Charcoal,0.28
MEX,Mexico,Urban,Coal,0.35
MEX,Mexico,Urban,Electricity,0.1
MEX,Mexico,Urban,Gas,0.45
MEX,Mexico,Urban,Kerosene,0.32
MEX,Mexico,Urban,Total Clean,0.49
MEX,Mexico,Urban,Total Polluting,0.64
MEX,Mexico,Rural,Biomass,0.87
MEX,Mexico,Rural,Charcoal,0.32
MEX,Mexico,Rural,Coal,0.42
MEX,Mexico,Rural,Electricity,0.06
MEX,Mexico,Rural,Gas,0.36
MEX,Mexico,Rural,Kerosene,0.35
MEX,Mexico,Rural,Total Clean,0.37
MEX,Mexico,Rural,Total Polluting,0.77
MHL,Marshall Islands,Urban,Biomass,0.64
MHL,Marshall Islands,Urban,Charcoal,0.25
MHL,Marshall Islands,Urban,Coal,0.32
MHL,Marshall Islands,Urban,Electricity,0.09
MHL,Marshall Islands,Urban,Gas,0.41
MHL,Marshall Islands,Urban,Kerosene,0.29
MHL,Marshall Islands,Urban,Total Clean,0.45
MHL,Marshall Islands,Urban,Total Polluting,0.59
MHL,Marshall Islands,Rural,Biomass,0.8
MHL,Marshall Islands,Rural,Charcoal,0.29
MHL,Marshall Islands,Rural,Coal,0.38
MHL,Marshall Islands,Rural,Electricity,0.05
MHL,Marshall Islands,Rural,Gas,0.33
MHL,Marshall Islands,Rural,Kerosene,0.32
MHL,Marshall Islands,Rural,Total Clean,0.34
MHL,Marshall Islands,Rural,Total Polluting,0.71
MKD,North Macedonia,Urban,Biomass,0.75
MKD,North Macedonia,Urban,Charcoal,0.3
MKD,North Macedonia,Urban,Coal,0.38
MKD,North Macedonia,Urban,Electricity,0.11
MKD,North Macedonia,Urban,Gas,0.48
MKD,North Macedonia,Urban,Kerosene,0.34
MKD,North Macedonia,Urban,Total Clean,0.54
MKD,North Macedonia,Urban,Total Polluting,0.7
MKD,North Macedonia,Rural,Biomass,0.94
MKD,North Macedonia,Rural,Charcoal,0.35
MKD,North Macedonia,Rural,Coal,0.45
MKD,North Macedonia,Rural,Electricity,0.06
MKD,North Macedonia,Rural,Gas,0.39
MKD,North Macedonia,Rural,Kerosene,0.38
MKD,North Macedonia,Rural,Total Clean,0.4
MKD,North Macedonia,Rural,Total Polluting,0.84
MLI,Mali,Urban,Biomass,0.7
